Emotion,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Negative,Positive,Word,Number of Records
trust,,,,,,,, trust,, positive,worthy,1
trust,,,,,,,, trust,, positive,wot,1
positive,,,,,,, surprise,,, positive,astonishingly,1
positive,,,,,,, surprise,,, positive,diversion,1
positive,,,,,,, surprise,,, positive,greeting,1
positive,,,,,,, surprise,,, positive,marvel,1
positive,,,,,,, surprise,,, positive,originality,1
positive,,,,,,, surprise,,, positive,purity,1
positive,,,,,,, surprise,,, positive,quickness,1
positive,,,,,,, surprise,,, positive,unique,1
surprise,,,,,,, surprise,,, positive,astonishingly,1
surprise,,,,,,, surprise,,, positive,diversion,1
surprise,,,,,,, surprise,,, positive,greeting,1
surprise,,,,,,, surprise,,, positive,marvel,1
surprise,,,,,,, surprise,,, positive,originality,1
surprise,,,,,,, surprise,,, positive,purity,1
surprise,,,,,,, surprise,,, positive,quickness,1
surprise,,,,,,, surprise,,, positive,unique,1
positive,,,,,, sadness,,,, positive,anchorage,1
positive,,,,,, sadness,,,, positive,condolence,1
positive,,,,,, sadness,,,, positive,console,1
positive,,,,,, sadness,,,, positive,humbled,1
positive,,,,,, sadness,,,, positive,hut,1
positive,,,,,, sadness,,,, positive,nutritious,1
positive,,,,,, sadness,,,, positive,quiet,1
positive,,,,,, sadness,,,, positive,sympathy,1
sadness,,,,,, sadness,,,, positive,anchorage,1
sadness,,,,,, sadness,,,, positive,condolence,1
sadness,,,,,, sadness,,,, positive,console,1
sadness,,,,,, sadness,,,, positive,humbled,1
sadness,,,,,, sadness,,,, positive,hut,1
sadness,,,,,, sadness,,,, positive,nutritious,1
sadness,,,,,, sadness,,,, positive,quiet,1
sadness,,,,,, sadness,,,, positive,sympathy,1
positive,,,,,, sadness,, trust,, positive,apologize,1
sadness,,,,,, sadness,, trust,, positive,apologize,1
trust,,,,,, sadness,, trust,, positive,apologize,1
anger,,,,,,,,, negative,,bite,1
fear,,,,,,,,, negative,,bite,1
fear,,,,,,,,, negative,,obscurity,1
negative,,,,,,,,, negative,,aberrant,1
negative,,,,,,,,, negative,,abolition,1
negative,,,,,,,,, negative,,abort,1
negative,,,,,,,,, negative,,abrasion,1
negative,,,,,,,,, negative,,abrogate,1
negative,,,,,,,,, negative,,absenteeism,1
negative,,,,,,,,, negative,,absurd,1
negative,,,,,,,,, negative,,absurdity,1
negative,,,,,,,,, negative,,accusative,1
negative,,,,,,,,, negative,,acid,1
negative,,,,,,,,, negative,,addiction,1
negative,,,,,,,,, negative,,adipose,1
negative,,,,,,,,, negative,,adulterated,1
negative,,,,,,,,, negative,,afflicted,1
negative,,,,,,,,, negative,,aftertaste,1
negative,,,,,,,,, negative,,aground,1
negative,,,,,,,,, negative,,aimless,1
negative,,,,,,,,, negative,,alimony,1
negative,,,,,,,,, negative,,allege,1
negative,,,,,,,,, negative,,aloof,1
negative,,,,,,,,, negative,,ambiguous,1
negative,,,,,,,,, negative,,amnesia,1
negative,,,,,,,,, negative,,anal,1
negative,,,,,,,,, negative,,ancient,1
negative,,,,,,,,, negative,,annul,1
negative,,,,,,,,, negative,,anonymous,1
negative,,,,,,,,, negative,,antiquated,1
negative,,,,,,,,, negative,,appropriation,1
negative,,,,,,,,, negative,,archaic,1
negative,,,,,,,,, negative,,arduous,1
negative,,,,,,,,, negative,,argumentative,1
negative,,,,,,,,, negative,,arrears,1
negative,,,,,,,,, negative,,arrest,1
negative,,,,,,,,, negative,,arrogance,1
negative,,,,,,,,, negative,,ash,1
negative,,,,,,,,, negative,,ass,1
negative,,,,,,,,, negative,,astringent,1
negative,,,,,,,,, negative,,atheism,1
negative,,,,,,,,, negative,,attenuated,1
negative,,,,,,,,, negative,,audacity,1
negative,,,,,,,,, negative,,austerity,1
negative,,,,,,,,, negative,,autocratic,1
negative,,,,,,,,, negative,,awry,1
negative,,,,,,,,, negative,,babble,1
negative,,,,,,,,, negative,,babbling,1
negative,,,,,,,,, negative,,backward,1
negative,,,,,,,,, negative,,balk,1
negative,,,,,,,,, negative,,ban,1
negative,,,,,,,,, negative,,bandit,1
negative,,,,,,,,, negative,,barbarism,1
negative,,,,,,,,, negative,,barred,1
negative,,,,,,,,, negative,,baseless,1
negative,,,,,,,,, negative,,bawdy,1
negative,,,,,,,,, negative,,bearer,1
negative,,,,,,,,, negative,,befall,1
negative,,,,,,,,, negative,,begging,1
negative,,,,,,,,, negative,,beholden,1
negative,,,,,,,,, negative,,belated,1
negative,,,,,,,,, negative,,bender,1
negative,,,,,,,,, negative,,bereft,1
negative,,,,,,,,, negative,,biased,1
negative,,,,,,,,, negative,,bite,1
negative,,,,,,,,, negative,,bite,1
negative,,,,,,,,, negative,,blackjack,1
negative,,,,,,,,, negative,,bland,1
negative,,,,,,,,, negative,,blather,1
negative,,,,,,,,, negative,,blind,1
negative,,,,,,,,, negative,,blinded,1
negative,,,,,,,,, negative,,blot,1
negative,,,,,,,,, negative,,blower,1
negative,,,,,,,,, negative,,blowout,1
negative,,,,,,,,, negative,,bluff,1
negative,,,,,,,,, negative,,blur,1
negative,,,,,,,,, negative,,blurred,1
negative,,,,,,,,, negative,,blush,1
negative,,,,,,,,, negative,,boasting,1
negative,,,,,,,,, negative,,bog,1
negative,,,,,,,,, negative,,boilerplate,1
negative,,,,,,,,, negative,,bonds,1
negative,,,,,,,,, negative,,boo,1
negative,,,,,,,,, negative,,booby,1
negative,,,,,,,,, negative,,booze,1
negative,,,,,,,,, negative,,bore,1
negative,,,,,,,,, negative,,boring,1
negative,,,,,,,,, negative,,borrower,1
negative,,,,,,,,, negative,,bother,1
negative,,,,,,,,, negative,,bound,1
negative,,,,,,,,, negative,,boycott,1
negative,,,,,,,,, negative,,brag,1
negative,,,,,,,,, negative,,brandy,1
negative,,,,,,,,, negative,,bravado,1
negative,,,,,,,,, negative,,breach,1
negative,,,,,,,,, negative,,breakdown,1
negative,,,,,,,,, negative,,breakneck,1
negative,,,,,,,,, negative,,bribe,1
negative,,,,,,,,, negative,,bristle,1
negative,,,,,,,,, negative,,bulbous,1
negative,,,,,,,,, negative,,burglary,1
negative,,,,,,,,, negative,,butt,1
negative,,,,,,,,, negative,,buzzed,1
negative,,,,,,,,, negative,,calculating,1
negative,,,,,,,,, negative,,capture,1
negative,,,,,,,,, negative,,caricature,1
negative,,,,,,,,, negative,,carnal,1
negative,,,,,,,,, negative,,cartel,1
negative,,,,,,,,, negative,,caste,1
negative,,,,,,,,, negative,,catheter,1
negative,,,,,,,,, negative,,cede,1
negative,,,,,,,,, negative,,censure,1
negative,,,,,,,,, negative,,cessation,1
negative,,,,,,,,, negative,,chafing,1
negative,,,,,,,,, negative,,charade,1
negative,,,,,,,,, negative,,chase,1
negative,,,,,,,,, negative,,chastisement,1
negative,,,,,,,,, negative,,chatty,1
negative,,,,,,,,, negative,,cheap,1
negative,,,,,,,,, negative,,cheesecake,1
negative,,,,,,,,, negative,,childish,1
negative,,,,,,,,, negative,,chilly,1
negative,,,,,,,,, negative,,chloroform,1
negative,,,,,,,,, negative,,chop,1
negative,,,,,,,,, negative,,chore,1
negative,,,,,,,,, negative,,cigarette,1
negative,,,,,,,,, negative,,cloister,1
negative,,,,,,,,, negative,,clump,1
negative,,,,,,,,, negative,,cold,1
negative,,,,,,,,, negative,,coldly,1
negative,,,,,,,,, negative,,colic,1
negative,,,,,,,,, negative,,communist,1
negative,,,,,,,,, negative,,complexed,1
negative,,,,,,,,, negative,,complexity,1
negative,,,,,,,,, negative,,complicated,1
negative,,,,,,,,, negative,,complication,1
negative,,,,,,,,, negative,,compulsory,1
negative,,,,,,,,, negative,,conceit,1
negative,,,,,,,,, negative,,conceited,1
negative,,,,,,,,, negative,,condescending,1
negative,,,,,,,,, negative,,confiscation,1
negative,,,,,,,,, negative,,conflicting,1
negative,,,,,,,,, negative,,confound,1
negative,,,,,,,,, negative,,confounded,1
negative,,,,,,,,, negative,,confuse,1
negative,,,,,,,,, negative,,congestion,1
negative,,,,,,,,, negative,,conjuring,1
negative,,,,,,,,, negative,,constrained,1
negative,,,,,,,,, negative,,contracted,1
negative,,,,,,,,, negative,,contradiction,1
negative,,,,,,,,, negative,,contradictory,1
negative,,,,,,,,, negative,,contrary,1
negative,,,,,,,,, negative,,contrasted,1
negative,,,,,,,,, negative,,contravene,1
negative,,,,,,,,, negative,,contravention,1
negative,,,,,,,,, negative,,controversy,1
negative,,,,,,,,, negative,,conviction,1
negative,,,,,,,,, negative,,copy,1
negative,,,,,,,,, negative,,coroner,1
negative,,,,,,,,, negative,,corporal,1
negative,,,,,,,,, negative,,correction,1
negative,,,,,,,,, negative,,corrosion,1
negative,,,,,,,,, negative,,corrupt,1
negative,,,,,,,,, negative,,coursing,1
negative,,,,,,,,, negative,,covet,1
negative,,,,,,,,, negative,,crack,1
negative,,,,,,,,, negative,,cracking,1
negative,,,,,,,,, negative,,cramped,1
negative,,,,,,,,, negative,,crank,1
negative,,,,,,,,, negative,,creaking,1
negative,,,,,,,,, negative,,creep,1
negative,,,,,,,,, negative,,crisis,1
negative,,,,,,,,, negative,,critic,1
negative,,,,,,,,, negative,,crook,1
negative,,,,,,,,, negative,,cruciate,1
negative,,,,,,,,, negative,,cuckoo,1
negative,,,,,,,,, negative,,cull,1
negative,,,,,,,,, negative,,culpability,1
negative,,,,,,,,, negative,,culpable,1
negative,,,,,,,,, negative,,culprit,1
negative,,,,,,,,, negative,,cursory,1
negative,,,,,,,,, negative,,damned,1
negative,,,,,,,,, negative,,damper,1
negative,,,,,,,,, negative,,dandruff,1
negative,,,,,,,,, negative,,dazed,1
negative,,,,,,,,, negative,,deactivate,1
negative,,,,,,,,, negative,,deadlock,1
negative,,,,,,,,, negative,,deaf,1
negative,,,,,,,,, negative,,debtor,1
negative,,,,,,,,, negative,,deception,1
negative,,,,,,,,, negative,,deceptive,1
negative,,,,,,,,, negative,,declination,1
negative,,,,,,,,, negative,,decline,1
negative,,,,,,,,, negative,,declining,1
negative,,,,,,,,, negative,,decrease,1
negative,,,,,,,,, negative,,decrement,1
negative,,,,,,,,, negative,,decrepit,1
negative,,,,,,,,, negative,,deduct,1
negative,,,,,,,,, negative,,defeat,1
negative,,,,,,,,, negative,,deferral,1
negative,,,,,,,,, negative,,deficiency,1
negative,,,,,,,,, negative,,deficit,1
negative,,,,,,,,, negative,,degenerate,1
negative,,,,,,,,, negative,,degradation,1
negative,,,,,,,,, negative,,delayed,1
negative,,,,,,,,, negative,,deletion,1
negative,,,,,,,,, negative,,delinquency,1
negative,,,,,,,,, negative,,demanding,1
negative,,,,,,,,, negative,,demolition,1
negative,,,,,,,,, negative,,denial,1
negative,,,,,,,,, negative,,dependency,1
negative,,,,,,,,, negative,,derelict,1
negative,,,,,,,,, negative,,desertion,1
negative,,,,,,,,, negative,,desperate,1
negative,,,,,,,,, negative,,detachment,1
negative,,,,,,,,, negative,,detain,1
negative,,,,,,,,, negative,,detriment,1
negative,,,,,,,,, negative,,detrimental,1
negative,,,,,,,,, negative,,detritus,1
negative,,,,,,,,, negative,,devious,1
negative,,,,,,,,, negative,,devolution,1
negative,,,,,,,,, negative,,devour,1
negative,,,,,,,,, negative,,dilute,1
negative,,,,,,,,, negative,,diminished,1
negative,,,,,,,,, negative,,din,1
negative,,,,,,,,, negative,,disaffected,1
negative,,,,,,,,, negative,,disbelieve,1
negative,,,,,,,,, negative,,discards,1
negative,,,,,,,,, negative,,discharge,1
negative,,,,,,,,, negative,,disconnection,1
negative,,,,,,,,, negative,,discontinue,1
negative,,,,,,,,, negative,,discouragement,1
negative,,,,,,,,, negative,,discredit,1
negative,,,,,,,,, negative,,disengagement,1
negative,,,,,,,,, negative,,disintegration,1
negative,,,,,,,,, negative,,disinterested,1
negative,,,,,,,,, negative,,disorderly,1
negative,,,,,,,,, negative,,disorganized,1
negative,,,,,,,,, negative,,dispersion,1
negative,,,,,,,,, negative,,displace,1
negative,,,,,,,,, negative,,disposal,1
negative,,,,,,,,, negative,,disqualification,1
negative,,,,,,,,, negative,,disregard,1
negative,,,,,,,,, negative,,dissatisfaction,1
negative,,,,,,,,, negative,,dissenting,1
negative,,,,,,,,, negative,,distortion,1
negative,,,,,,,,, negative,,distract,1
negative,,,,,,,,, negative,,distraction,1
negative,,,,,,,,, negative,,disuse,1
negative,,,,,,,,, negative,,divested,1
negative,,,,,,,,, negative,,divestment,1
negative,,,,,,,,, negative,,dizziness,1
negative,,,,,,,,, negative,,dizzy,1
negative,,,,,,,,, negative,,docked,1
negative,,,,,,,,, negative,,doit,1
negative,,,,,,,,, negative,,doodle,1
negative,,,,,,,,, negative,,doubtful,1
negative,,,,,,,,, negative,,doubting,1
negative,,,,,,,,, negative,,douche,1
negative,,,,,,,,, negative,,dour,1
negative,,,,,,,,, negative,,drainage,1
negative,,,,,,,,, negative,,drawback,1
negative,,,,,,,,, negative,,drinking,1
negative,,,,,,,,, negative,,drone,1
negative,,,,,,,,, negative,,drooping,1
negative,,,,,,,,, negative,,drought,1
negative,,,,,,,,, negative,,drowsiness,1
negative,,,,,,,,, negative,,drudgery,1
negative,,,,,,,,, negative,,drunkenness,1
negative,,,,,,,,, negative,,dumb,1
negative,,,,,,,,, negative,,dummy,1
negative,,,,,,,,, negative,,dun,1
negative,,,,,,,,, negative,,dust,1
negative,,,,,,,,, negative,,eavesdropping,1
negative,,,,,,,,, negative,,effeminate,1
negative,,,,,,,,, negative,,eject,1
negative,,,,,,,,, negative,,ejection,1
negative,,,,,,,,, negative,,embargo,1
negative,,,,,,,,, negative,,embarrassing,1
negative,,,,,,,,, negative,,embezzlement,1
negative,,,,,,,,, negative,,embroiled,1
negative,,,,,,,,, negative,,enclave,1
negative,,,,,,,,, negative,,enforcement,1
negative,,,,,,,,, negative,,enslave,1
negative,,,,,,,,, negative,,enslavement,1
negative,,,,,,,,, negative,,entanglement,1
negative,,,,,,,,, negative,,envious,1
negative,,,,,,,,, negative,,epilepsy,1
negative,,,,,,,,, negative,,erosion,1
negative,,,,,,,,, negative,,err,1
negative,,,,,,,,, negative,,errant,1
negative,,,,,,,,, negative,,erratum,1
negative,,,,,,,,, negative,,erroneous,1
negative,,,,,,,,, negative,,espionage,1
negative,,,,,,,,, negative,,estranged,1
negative,,,,,,,,, negative,,evacuation,1
negative,,,,,,,,, negative,,exacerbate,1
negative,,,,,,,,, negative,,exacting,1
negative,,,,,,,,, negative,,exaggerated,1
negative,,,,,,,,, negative,,excess,1
negative,,,,,,,,, negative,,excise,1
negative,,,,,,,,, negative,,excuse,1
negative,,,,,,,,, negative,,excuse,1
negative,,,,,,,,, negative,,exhaust,1
negative,,,,,,,,, negative,,expatriate,1
negative,,,,,,,,, negative,,expenditure,1
negative,,,,,,,,, negative,,expenses,1
negative,,,,,,,,, negative,,expired,1
negative,,,,,,,,, negative,,exposed,1
negative,,,,,,,,, negative,,expropriation,1
negative,,,,,,,,, negative,,extremity,1
negative,,,,,,,,, negative,,fabricate,1
negative,,,,,,,,, negative,,fade,1
negative,,,,,,,,, negative,,fake,1
negative,,,,,,,,, negative,,fallacy,1
negative,,,,,,,,, negative,,fallible,1
negative,,,,,,,,, negative,,fallow,1
negative,,,,,,,,, negative,,falsely,1
negative,,,,,,,,, negative,,fanatic,1
negative,,,,,,,,, negative,,farce,1
negative,,,,,,,,, negative,,fatigue,1
negative,,,,,,,,, negative,,faulty,1
negative,,,,,,,,, negative,,fawn,1
negative,,,,,,,,, negative,,febrile,1
negative,,,,,,,,, negative,,feigned,1
negative,,,,,,,,, negative,,felony,1
negative,,,,,,,,, negative,,feudal,1
negative,,,,,,,,, negative,,feverish,1
negative,,,,,,,,, negative,,fiasco,1
negative,,,,,,,,, negative,,fickle,1
negative,,,,,,,,, negative,,fictitious,1
negative,,,,,,,,, negative,,filibuster,1
negative,,,,,,,,, negative,,flagging,1
negative,,,,,,,,, negative,,flake,1
negative,,,,,,,,, negative,,flap,1
negative,,,,,,,,, negative,,flaunt,1
negative,,,,,,,,, negative,,fleshy,1
negative,,,,,,,,, negative,,foiled,1
negative,,,,,,,,, negative,,folly,1
negative,,,,,,,,, negative,,foolish,1
negative,,,,,,,,, negative,,foolishness,1
negative,,,,,,,,, negative,,forage,1
negative,,,,,,,,, negative,,forego,1
negative,,,,,,,,, negative,,foreign,1
negative,,,,,,,,, negative,,forfeited,1
negative,,,,,,,,, negative,,forgery,1
negative,,,,,,,,, negative,,forget,1
negative,,,,,,,,, negative,,formless,1
negative,,,,,,,,, negative,,fornication,1
negative,,,,,,,,, negative,,fracture,1
negative,,,,,,,,, negative,,fray,1
negative,,,,,,,,, negative,,freezing,1
negative,,,,,,,,, negative,,frenzy,1
negative,,,,,,,,, negative,,frigid,1
negative,,,,,,,,, negative,,frivolous,1
negative,,,,,,,,, negative,,frostbite,1
negative,,,,,,,,, negative,,froth,1
negative,,,,,,,,, negative,,fudge,1
negative,,,,,,,,, negative,,fumble,1
negative,,,,,,,,, negative,,fume,1
negative,,,,,,,,, negative,,futility,1
negative,,,,,,,,, negative,,gamble,1
negative,,,,,,,,, negative,,gaol,1
negative,,,,,,,,, negative,,gap,1
negative,,,,,,,,, negative,,garnish,1
negative,,,,,,,,, negative,,gauche,1
negative,,,,,,,,, negative,,gaunt,1
negative,,,,,,,,, negative,,glacial,1
negative,,,,,,,,, negative,,glib,1
negative,,,,,,,,, negative,,gorilla,1
negative,,,,,,,,, negative,,gossip,1
negative,,,,,,,,, negative,,gouge,1
negative,,,,,,,,, negative,,gout,1
negative,,,,,,,,, negative,,grate,1
negative,,,,,,,,, negative,,grinding,1
negative,,,,,,,,, negative,,groundless,1
negative,,,,,,,,, negative,,grudgingly,1
negative,,,,,,,,, negative,,guile,1
negative,,,,,,,,, negative,,guise,1
negative,,,,,,,,, negative,,gull,1
negative,,,,,,,,, negative,,guzzling,1
negative,,,,,,,,, negative,,gypsy,1
negative,,,,,,,,, negative,,halfway,1
negative,,,,,,,,, negative,,hamper,1
negative,,,,,,,,, negative,,hardness,1
negative,,,,,,,,, negative,,hash,1
negative,,,,,,,,, negative,,hashish,1
negative,,,,,,,,, negative,,hasty,1
negative,,,,,,,,, negative,,headache,1
negative,,,,,,,,, negative,,heady,1
negative,,,,,,,,, negative,,hearsay,1
negative,,,,,,,,, negative,,heartburn,1
negative,,,,,,,,, negative,,heavily,1
negative,,,,,,,,, negative,,heel,1
negative,,,,,,,,, negative,,heinous,1
negative,,,,,,,,, negative,,hemorrhoids,1
negative,,,,,,,,, negative,,heresy,1
negative,,,,,,,,, negative,,heroin,1
negative,,,,,,,,, negative,,hidden,1
negative,,,,,,,,, negative,,hindrance,1
negative,,,,,,,,, negative,,hippie,1
negative,,,,,,,,, negative,,hissing,1
negative,,,,,,,,, negative,,hitherto,1
negative,,,,,,,,, negative,,hive,1
negative,,,,,,,,, negative,,hoarse,1
negative,,,,,,,,, negative,,homosexuality,1
negative,,,,,,,,, negative,,hooked,1
negative,,,,,,,,, negative,,horribly,1
negative,,,,,,,,, negative,,hunch,1
negative,,,,,,,,, negative,,hustler,1
negative,,,,,,,,, negative,,hyperbole,1
negative,,,,,,,,, negative,,hypocrisy,1
negative,,,,,,,,, negative,,idler,1
negative,,,,,,,,, negative,,ignorance,1
negative,,,,,,,,, negative,,ignore,1
negative,,,,,,,,, negative,,illegible,1
negative,,,,,,,,, negative,,illogical,1
negative,,,,,,,,, negative,,imitated,1
negative,,,,,,,,, negative,,imitation,1
negative,,,,,,,,, negative,,impair,1
negative,,,,,,,,, negative,,impairment,1
negative,,,,,,,,, negative,,impassable,1
negative,,,,,,,,, negative,,impatience,1
negative,,,,,,,,, negative,,impeachment,1
negative,,,,,,,,, negative,,impede,1
negative,,,,,,,,, negative,,imperfection,1
negative,,,,,,,,, negative,,imperfectly,1
negative,,,,,,,,, negative,,impersonate,1
negative,,,,,,,,, negative,,impersonation,1
negative,,,,,,,,, negative,,implacable,1
negative,,,,,,,,, negative,,imposition,1
negative,,,,,,,,, negative,,impotent,1
negative,,,,,,,,, negative,,impound,1
negative,,,,,,,,, negative,,impracticable,1
negative,,,,,,,,, negative,,imprison,1
negative,,,,,,,,, negative,,impropriety,1
negative,,,,,,,,, negative,,imputation,1
negative,,,,,,,,, negative,,inaccessible,1
negative,,,,,,,,, negative,,inaccurate,1
negative,,,,,,,,, negative,,inaction,1
negative,,,,,,,,, negative,,inactivity,1
negative,,,,,,,,, negative,,inadequacy,1
negative,,,,,,,,, negative,,inane,1
negative,,,,,,,,, negative,,inapplicable,1
negative,,,,,,,,, negative,,inaudible,1
negative,,,,,,,,, negative,,incalculable,1
negative,,,,,,,,, negative,,incapacity,1
negative,,,,,,,,, negative,,incessant,1
negative,,,,,,,,, negative,,incineration,1
negative,,,,,,,,, negative,,inclement,1
negative,,,,,,,,, negative,,incoherent,1
negative,,,,,,,,, negative,,incompetence,1
negative,,,,,,,,, negative,,incompleteness,1
negative,,,,,,,,, negative,,incomprehensible,1
negative,,,,,,,,, negative,,inconsistency,1
negative,,,,,,,,, negative,,incorrect,1
negative,,,,,,,,, negative,,incur,1
negative,,,,,,,,, negative,,indecision,1
negative,,,,,,,,, negative,,indecisive,1
negative,,,,,,,,, negative,,indemnify,1
negative,,,,,,,,, negative,,indeterminate,1
negative,,,,,,,,, negative,,indistinct,1
negative,,,,,,,,, negative,,indolent,1
negative,,,,,,,,, negative,,ineffective,1
negative,,,,,,,,, negative,,inequitable,1
negative,,,,,,,,, negative,,inert,1
negative,,,,,,,,, negative,,inexperience,1
negative,,,,,,,,, negative,,inexperienced,1
negative,,,,,,,,, negative,,inferiority,1
negative,,,,,,,,, negative,,infirm,1
negative,,,,,,,,, negative,,inflammation,1
negative,,,,,,,,, negative,,inflated,1
negative,,,,,,,,, negative,,influenza,1
negative,,,,,,,,, negative,,informer,1
negative,,,,,,,,, negative,,infrequently,1
negative,,,,,,,,, negative,,infringement,1
negative,,,,,,,,, negative,,injunction,1
negative,,,,,,,,, negative,,insignificance,1
negative,,,,,,,,, negative,,insipid,1
negative,,,,,,,,, negative,,insolent,1
negative,,,,,,,,, negative,,instigate,1
negative,,,,,,,,, negative,,instigation,1
negative,,,,,,,,, negative,,insufficient,1
negative,,,,,,,,, negative,,insufficiently,1
negative,,,,,,,,, negative,,insurgent,1
negative,,,,,,,,, negative,,interdiction,1
negative,,,,,,,,, negative,,interference,1
negative,,,,,,,,, negative,,intestate,1
negative,,,,,,,,, negative,,invalidate,1
negative,,,,,,,,, negative,,invalidation,1
negative,,,,,,,,, negative,,invalidity,1
negative,,,,,,,,, negative,,involuntary,1
negative,,,,,,,,, negative,,irons,1
negative,,,,,,,,, negative,,irrationality,1
negative,,,,,,,,, negative,,irregular,1
negative,,,,,,,,, negative,,irregularity,1
negative,,,,,,,,, negative,,irregularity,1
negative,,,,,,,,, negative,,irrelevant,1
negative,,,,,,,,, negative,,irresponsible,1
negative,,,,,,,,, negative,,irreverent,1
negative,,,,,,,,, negative,,irrevocable,1
negative,,,,,,,,, negative,,jabber,1
negative,,,,,,,,, negative,,jargon,1
negative,,,,,,,,, negative,,joke,1
negative,,,,,,,,, negative,,jornada,1
negative,,,,,,,,, negative,,jumble,1
negative,,,,,,,,, negative,,junk,1
negative,,,,,,,,, negative,,junta,1
negative,,,,,,,,, negative,,juvenile,1
negative,,,,,,,,, negative,,kern,1
negative,,,,,,,,, negative,,knotted,1
negative,,,,,,,,, negative,,laborious,1
negative,,,,,,,,, negative,,lack,1
negative,,,,,,,,, negative,,lacking,1
negative,,,,,,,,, negative,,lackluster,1
negative,,,,,,,,, negative,,laden,1
negative,,,,,,,,, negative,,lag,1
negative,,,,,,,,, negative,,lair,1
negative,,,,,,,,, negative,,languid,1
negative,,,,,,,,, negative,,languish,1
negative,,,,,,,,, negative,,lapse,1
negative,,,,,,,,, negative,,lateness,1
negative,,,,,,,,, negative,,lazy,1
negative,,,,,,,,, negative,,leak,1
negative,,,,,,,,, negative,,leakage,1
negative,,,,,,,,, negative,,leaky,1
negative,,,,,,,,, negative,,leech,1
negative,,,,,,,,, negative,,levy,1
negative,,,,,,,,, negative,,liaison,1
negative,,,,,,,,, negative,,limp,1
negative,,,,,,,,, negative,,lint,1
negative,,,,,,,,, negative,,litigant,1
negative,,,,,,,,, negative,,litigation,1
negative,,,,,,,,, negative,,litter,1
negative,,,,,,,,, negative,,loaf,1
negative,,,,,,,,, negative,,loafer,1
negative,,,,,,,,, negative,,lobbyist,1
negative,,,,,,,,, negative,,lofty,1
negative,,,,,,,,, negative,,loony,1
negative,,,,,,,,, negative,,loot,1
negative,,,,,,,,, negative,,lounge,1
negative,,,,,,,,, negative,,lowering,1
negative,,,,,,,,, negative,,lowlands,1
negative,,,,,,,,, negative,,ludicrous,1
negative,,,,,,,,, negative,,lumbering,1
negative,,,,,,,,, negative,,lump,1
negative,,,,,,,,, negative,,lurch,1
negative,,,,,,,,, negative,,lure,1
negative,,,,,,,,, negative,,lurk,1
negative,,,,,,,,, negative,,lurking,1
negative,,,,,,,,, negative,,lustful,1
negative,,,,,,,,, negative,,makeshift,1
negative,,,,,,,,, negative,,malady,1
negative,,,,,,,,, negative,,malformation,1
negative,,,,,,,,, negative,,mania,1
negative,,,,,,,,, negative,,maniacal,1
negative,,,,,,,,, negative,,manipulate,1
negative,,,,,,,,, negative,,mar,1
negative,,,,,,,,, negative,,maroon,1
negative,,,,,,,,, negative,,martingale,1
negative,,,,,,,,, negative,,materialism,1
negative,,,,,,,,, negative,,meandering,1
negative,,,,,,,,, negative,,mediocre,1
negative,,,,,,,,, negative,,mediocrity,1
negative,,,,,,,,, negative,,menial,1
negative,,,,,,,,, negative,,metastasis,1
negative,,,,,,,,, negative,,methanol,1
negative,,,,,,,,, negative,,minimize,1
negative,,,,,,,,, negative,,minimum,1
negative,,,,,,,,, negative,,minority,1
negative,,,,,,,,, negative,,mischief,1
negative,,,,,,,,, negative,,mischievous,1
negative,,,,,,,,, negative,,misinterpretation,1
negative,,,,,,,,, negative,,mismanagement,1
negative,,,,,,,,, negative,,mismatch,1
negative,,,,,,,,, negative,,misnomer,1
negative,,,,,,,,, negative,,misplaced,1
negative,,,,,,,,, negative,,misrepresent,1
negative,,,,,,,,, negative,,misunderstand,1
negative,,,,,,,,, negative,,misuse,1
negative,,,,,,,,, negative,,monopolist,1
negative,,,,,,,,, negative,,moot,1
negative,,,,,,,,, negative,,moron,1
negative,,,,,,,,, negative,,moronic,1
negative,,,,,,,,, negative,,morsel,1
negative,,,,,,,,, negative,,mortal,1
negative,,,,,,,,, negative,,mud,1
negative,,,,,,,,, negative,,muddle,1
negative,,,,,,,,, negative,,muddled,1
negative,,,,,,,,, negative,,mumble,1
negative,,,,,,,,, negative,,mumps,1
negative,,,,,,,,, negative,,muss,1
negative,,,,,,,,, negative,,mutant,1
negative,,,,,,,,, negative,,nadir,1
negative,,,,,,,,, negative,,naive,1
negative,,,,,,,,, negative,,narcotic,1
negative,,,,,,,,, negative,,naughty,1
negative,,,,,,,,, negative,,nay,1
negative,,,,,,,,, negative,,needful,1
negative,,,,,,,,, negative,,needy,1
negative,,,,,,,,, negative,,neglect,1
negative,,,,,,,,, negative,,neglecting,1
negative,,,,,,,,, negative,,negligence,1
negative,,,,,,,,, negative,,negligent,1
negative,,,,,,,,, negative,,negligently,1
negative,,,,,,,,, negative,,nigger,1
negative,,,,,,,,, negative,,nihilism,1
negative,,,,,,,,, negative,,noise,1
negative,,,,,,,,, negative,,nonsense,1
negative,,,,,,,,, negative,,nul,1
negative,,,,,,,,, negative,,numb,1
negative,,,,,,,,, negative,,oaf,1
negative,,,,,,,,, negative,,objectionable,1
negative,,,,,,,,, negative,,obscurity,1
negative,,,,,,,,, negative,,obstinate,1
negative,,,,,,,,, negative,,obstruction,1
negative,,,,,,,,, negative,,obtuse,1
